"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
1,35.1,35.1,64.9,"Aeugst am Albis (ZH)","I cittadini di Aeugst am Albis hanno respinto il potenziamento delle strade nazionali con il 64,9 per cento di voti contrari. Aeugst am Albis ha respinto il testo, risultato che si è confermato anche a livello cantonale."
2,1.3,1.3,98.7,"Affoltern am Albis (ZH)","Il 98,7 per cento degli elettori di Affoltern am Albis ha respinto il potenziamento delle strade nazionali. Il maggior numero di ""no"" nel canton Zurigo è stato ottenuto a Affoltern am Albis."
3,18.9,18.9,81.1,"Bonstetten (ZH)","Il 81,1 per cento degli elettori di Bonstetten ha respinto il potenziamento delle strade nazionali. Bonstetten ha respinto il testo, risultato che si è confermato anche a livello cantonale."
4,66.9,66.9,33.1,"Hausen am Albis (ZH)","Nel comune di Hausen am Albis, i cittadini hanno accolto il potenziamento delle strade nazionali con il 66,9 per cento di voti favorevoli. Hausen am Albis ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
5,46.2,46.2,53.8,"Hedingen (ZH)","Gli abitanti di Hedingen hanno respinto il potenziamento delle strade nazionali con il 53,8 per cento di ""no"". Hedingen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
6,1.8,1.8,98.2,"Kappel am Albis (ZH)","Il 98,2 per cento degli elettori di Kappel am Albis ha respinto il potenziamento delle strade nazionali. Kappel am Albis ha respinto il testo, risultato che si è confermato anche a livello cantonale."
7,98.5,98.5,1.5,"Knonau (ZH)","Gli abitanti di Knonau hanno accolto il potenziamento delle strade nazionali con il 98,5 per cento di ""sì"". Il maggior numero di ""sì"" nel canton Zurigo è stato ottenuto a Knonau."
8,26.4,26.4,73.6,"Maschwanden (ZH)","A Maschwanden gli abitanti si sono opposti al potenziamento delle strade nazionali con il 73,6 per cento di voti a sfavore. Maschwanden ha respinto il testo, risultato che si è confermato anche a livello cantonale."
9,32,32,68,"Mettmenstetten (ZH)","Nel comune di Mettmenstetten, i cittadini hanno respinto il potenziamento delle strade nazionali con il 68 per cento di voti contrari. Mettmenstetten ha respinto il testo, risultato che si è confermato anche a livello cantonale."
10,43.9,43.9,56.1,"Obfelden (ZH)","Nel comune di Obfelden, i cittadini hanno respinto il potenziamento delle strade nazionali con il 56,1 per cento di voti contrari. Obfelden ha respinto il testo, risultato che si è confermato anche a livello cantonale."
11,15.9,15.9,84.1,"Ottenbach (ZH)","Gli abitanti di Ottenbach hanno respinto il potenziamento delle strade nazionali con il 84,1 per cento di ""no"". Ottenbach ha respinto il testo, risultato che si è confermato anche a livello cantonale."
12,11.8,11.8,88.2,"Rifferswil (ZH)","Gli abitanti di Rifferswil hanno respinto il potenziamento delle strade nazionali con il 88,2 per cento di ""no"". Rifferswil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
13,77.1,77.1,22.9,"Stallikon (ZH)","Nel comune di Stallikon, i cittadini hanno accolto il potenziamento delle strade nazionali con il 77,1 per cento di voti favorevoli. Stallikon ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
14,46.5,46.5,53.5,"Wettswil am Albis (ZH)","I cittadini di Wettswil am Albis hanno respinto il potenziamento delle strade nazionali con il 53,5 per cento di voti contrari. Wettswil am Albis ha respinto il testo, risultato che si è confermato anche a livello cantonale."
22,46.9,46.9,53.1,"Benken (ZH)","Il potenziamento delle strade nazionali è stato respinto a Benken ZH, dove ha riscosso il 53,1 per cento di ""no"". Benken ZH ha respinto il testo, risultato che si è confermato anche a livello cantonale."
23,48.8,48.8,51.2,"Berg am Irchel (ZH)","Il 51,2 per cento degli elettori di Berg am Irchel ha respinto il potenziamento delle strade nazionali. Berg am Irchel ha respinto il testo, risultato che si è confermato anche a livello cantonale."
24,51.4,51.4,48.6,"Buch am Irchel (ZH)","Gli elettori di Buch am Irchel si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 51,4 per cento di ""sì"". Buch am Irchel ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
25,1.6,1.6,98.4,"Dachsen (ZH)","Gli elettori di Dachsen si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 98,4 per cento di voti contrari. Dachsen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
26,48,48,52,"Dorf (ZH)","A Dorf gli abitanti si sono opposti al potenziamento delle strade nazionali con il 52 per cento di voti a sfavore. Dorf ha respinto il testo, risultato che si è confermato anche a livello cantonale."
27,6.8,6.8,93.2,"Feuerthalen (ZH)","Il 93,2 per cento degli elettori di Feuerthalen ha respinto il potenziamento delle strade nazionali. Feuerthalen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
28,76.2,76.2,23.8,"Flaach (ZH)","I cittadini di Flaach hanno accolto il potenziamento delle strade nazionali con il 76,2 per cento di voti a favore. Flaach ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
29,43.7,43.7,56.3,"Flurlingen (ZH)","Il 56,3 per cento degli elettori di Flurlingen ha respinto il potenziamento delle strade nazionali. Flurlingen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
31,54.9,54.9,45.1,"Henggart (ZH)","Il 54,9 per cento degli elettori di Henggart ha accolto il potenziamento delle strade nazionali. Henggart ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
33,38.9,38.9,61.1,"Kleinandelfingen (ZH)","Gli abitanti di Kleinandelfingen hanno respinto il potenziamento delle strade nazionali con il 61,1 per cento di ""no"". Kleinandelfingen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
34,76.7,76.7,23.3,"Laufen-Uhwiesen (ZH)","Il 76,7 per cento degli elettori di Laufen-Uhwiesen ha accolto il potenziamento delle strade nazionali. Laufen-Uhwiesen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
