"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
6404,51.9,51.9,48.1,"Boudry (NE)","Boudry dit oui à 51,9 pour cent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Boudry a approuvé la réforme, tout comme son canton."
6408,64.1,64.1,35.9,"Cortaillod (NE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre passe la rampe avec 64,1 pour cent de oui à Cortaillod. Cortaillod a approuvé la réforme, tout comme son canton."
6413,22.9,22.9,77.1,"Rochefort (NE)","C'est non à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre à Rochefort. Les habitants ont refusé le texte à 77,1 pour cent. Rochefort a rejeté la réforme, contrairement à son canton."
6416,8.8,8.8,91.2,"Milvignes (NE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas trouvé grâce aux yeux des citoyens de Milvignes. Ils ont refusé le texte à 91,2 pour cent. Milvignes a rejeté la réforme, contrairement à son canton."
6417,83.5,83.5,16.5,"La Grande Béroche (NE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre passe la rampe avec 83,5 pour cent de oui à La Grande Béroche. La Grande Béroche a approuvé la réforme, tout comme son canton."
6421,97.6,97.6,2.4,"La Chaux-de-Fonds (NE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre passe la rampe avec 97,6 pour cent de oui à La Chaux-de-Fonds. La Chaux-de-Fonds a approuvé la réforme, tout comme son canton."
6422,34.6,34.6,65.4,"Les Planchettes (NE)","Aux Planchettes, les citoyens rejettent à 65,4 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Les Planchettes a rejeté la réforme, contrairement à son canton."
6423,2.6,2.6,97.4,"La Sagne (NE)","Les habitants de La Sagne s'opposent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre par 97,4 pour cent des voix. Le plus fort pourcentage de non du canton de Neuchâtel a été obtenu à La Sagne."
6432,97.7,97.7,2.3,"La Brévine (NE)","La Brévine dit oui à 97,7 pour cent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. La Brévine a approuvé la réforme, tout comme son canton."
6433,50.6,50.6,49.4,"Brot-Plamboz (NE)","A Brot-Plamboz, les habitants disent oui à  50,6 pour cent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Brot-Plamboz a approuvé la réforme, tout comme son canton."
6434,93.7,93.7,6.3,"Le Cerneux-Péquignot (NE)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre passe la rampe avec 93,7 pour cent de oui au Cerneux-Péquignot. Le Cerneux-Péquignot a approuvé la réforme, tout comme son canton."
