"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
4001,46.8,46.8,53.2,"Aarau AG","In Aarau hat der Bundesbeschluss über den Ausbau der Autobahnen keine Mehrheit gefunden. Auf 53,2 Prozent der abgegebenen Stimmzettel stand ein Nein. Aarau hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat."
4002,48.5,48.5,51.5,"Biberstein AG","51,5 Prozent der Stimmbürgerinnen und Stimmbürger von Biberstein sagen Nein zum Bundesbeschluss über den Ausbau der Autobahnen. Biberstein hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat."
4003,53.4,53.4,46.6,"Buchs AG","Die Gemeinde Buchs AG hat den Bundesbeschluss über den Ausbau der Autobahnen mit 53,4 Prozent angenommen. Buchs AG hat damit gleich wie der Kanton Aargau Ja gesagt zu dieser Vorlage."
4004,76,76,24,"Densbüren AG","Die Gemeinde Densbüren hat den Bundesbeschluss über den Ausbau der Autobahnen mit 76 Prozent Ja-Stimmen angenommen. Densbüren hat damit gleich wie der Kanton Aargau Ja gesagt zu dieser Vorlage."
4005,94,94,6,"Erlinsbach AG","94 Prozent der Stimmbürgerinnen und Stimmbürger von Erlinsbach AG haben den Bundesbeschluss über den Ausbau der Autobahnen angenommen. Erlinsbach AG hat damit gleich wie der Kanton Aargau Ja gesagt zu dieser Vorlage."
4006,31.4,31.4,68.6,"Gränichen AG","In Gränichen hat die Stimmbevölkerung den Bundesbeschluss über den Ausbau der Autobahnen abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 68,6 Prozent verworfen. Gränichen hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat."
4007,26.4,26.4,73.6,"Hirschthal AG","In Hirschthal hat die Stimmbevölkerung den Bundesbeschluss über den Ausbau der Autobahnen abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 73,6 Prozent verworfen. Hirschthal hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat."
4008,76.2,76.2,23.8,"Küttigen AG","Die Gemeinde Küttigen hat den Bundesbeschluss über den Ausbau der Autobahnen mit 76,2 Prozent angenommen. Küttigen hat damit gleich wie der Kanton Aargau Ja gesagt zu dieser Vorlage."
4009,27.1,27.1,72.9,"Muhen AG","In Muhen hat die Stimmbevölkerung den Bundesbeschluss über den Ausbau der Autobahnen abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 72,9 Prozent verworfen. Muhen hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat."
4010,47.7,47.7,52.3,"Oberentfelden AG","Keine Mehrheit für den Bundesbeschluss über den Ausbau der Autobahnen in Oberentfelden: Mit 1'786 Nein-Stimmen zu 1'632 Ja-Stimmen oder 52,3 Prozent hat die Gemeinde die Vorlage verworfen. Oberentfelden hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage angenommen hat."
