"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
4001,26.7,26.7,73.3,"Aarau (AG)","NA NA"
4002,2.7,2.7,97.3,"Biberstein (AG)","NA NA"
4003,18.1,18.1,81.9,"Buchs (AG)","NA NA"
4004,88.3,88.3,11.7,"Densbüren (AG)","NA NA"
4005,98.6,98.6,1.4,"Erlinsbach (AG)","NA NA"
4006,89.1,89.1,10.9,"Gränichen (AG)","NA NA"
4007,79.9,79.9,20.1,"Hirschthal (AG)","NA NA"
4008,58.2,58.2,41.8,"Küttigen (AG)","NA NA"
4009,47.7,47.7,52.3,"Muhen (AG)","NA NA"
4010,77.4,77.4,22.6,"Oberentfelden (AG)","NA NA"
4012,46.8,46.8,53.2,"Suhr (AG)","NA NA"
4013,14.7,14.7,85.3,"Unterentfelden (AG)","NA NA"
4021,66.6,66.6,33.4,"Baden (AG)","NA NA"
4022,49.5,49.5,50.5,"Bellikon (AG)","NA NA"
4023,95.1,95.1,4.9,"Bergdietikon (AG)","NA NA"
4024,52.1,52.1,47.9,"Birmenstorf (AG)","NA NA"
4026,51.5,51.5,48.5,"Ennetbaden (AG)","NA NA"
4027,63.6,63.6,36.4,"Fislisbach (AG)","NA NA"
4028,4.1,4.1,95.9,"Freienwil (AG)","NA NA"
4029,53.9,53.9,46.1,"Gebenstorf (AG)","NA NA"
4030,26.4,26.4,73.6,"Killwangen (AG)","NA NA"
4031,23.9,23.9,76.1,"Künten (AG)","NA NA"
4032,27.5,27.5,72.5,"Mägenwil (AG)","NA NA"
4033,65.6,65.6,34.4,"Mellingen (AG)","NA NA"
4034,23.7,23.7,76.3,"Neuenhof (AG)","NA NA"
4035,53.3,53.3,46.7,"Niederrohrdorf (AG)","NA NA"
4037,47.6,47.6,52.4,"Oberrohrdorf (AG)","NA NA"
4038,4.8,4.8,95.2,"Obersiggenthal (AG)","NA NA"
4039,51.4,51.4,48.6,"Remetschwil (AG)","NA NA"
4040,56.6,56.6,43.4,"Spreitenbach (AG)","NA NA"
4041,68.4,68.4,31.6,"Stetten (AG)","NA NA"
4044,68.6,68.6,31.4,"Untersiggenthal (AG)","NA NA"
4045,94,94,6,"Wettingen (AG)","NA NA"
4046,15.5,15.5,84.5,"Wohlenschwil (AG)","NA NA"
4047,20.7,20.7,79.3,"Würenlingen (AG)","NA NA"
4048,46.2,46.2,53.8,"Würenlos (AG)","NA NA"
4049,30.8,30.8,69.2,"Ehrendingen (AG)","NA NA"
4061,36.3,36.3,63.7,"Arni (AG)","NA NA"
4062,28.9,28.9,71.1,"Berikon (AG)","NA NA"
4063,36.2,36.2,63.8,"Bremgarten (AG)","NA NA"
4064,61.6,61.6,38.4,"Büttikon (AG)","NA NA"
4065,76.7,76.7,23.3,"Dottikon (AG)","NA NA"
4066,13.2,13.2,86.8,"Eggenwil (AG)","NA NA"
4067,50.4,50.4,49.6,"Fischbach-Göslikon (AG)","NA NA"
4068,81.2,81.2,18.8,"Hägglingen (AG)","NA NA"
4071,64.4,64.4,35.6,"Jonen (AG)","NA NA"
4072,65.1,65.1,34.9,"Niederwil (AG)","NA NA"
4073,14.8,14.8,85.2,"Oberlunkhofen (AG)","NA NA"
4074,49.4,49.4,50.6,"Oberwil-Lieli (AG)","NA NA"
4075,36.8,36.8,63.2,"Rudolfstetten-Friedlisberg (AG)","NA NA"
4076,23.3,23.3,76.7,"Sarmenstorf (AG)","NA NA"
4077,89.5,89.5,10.5,"Tägerig (AG)","NA NA"
4078,10.7,10.7,89.3,"Uezwil (AG)","NA NA"
4079,20.7,20.7,79.3,"Unterlunkhofen (AG)","NA NA"
4080,30.4,30.4,69.6,"Villmergen (AG)","NA NA"
4081,83.9,83.9,16.1,"Widen (AG)","NA NA"
4082,74.7,74.7,25.3,"Wohlen (AG)","NA NA"
4083,65.9,65.9,34.1,"Zufikon (AG)","NA NA"
4084,91.3,91.3,8.7,"Islisberg (AG)","NA NA"
4091,38.1,38.1,61.9,"Auenstein (AG)","NA NA"
4092,79.8,79.8,20.2,"Birr (AG)","NA NA"
4093,82.5,82.5,17.5,"Birrhard (AG)","NA NA"
4095,95.1,95.1,4.9,"Brugg (AG)","NA NA"
4099,78.7,78.7,21.3,"Habsburg (AG)","NA NA"
4100,59.4,59.4,40.6,"Hausen (AG)","NA NA"
4104,84.9,84.9,15.1,"Lupfig (AG)","NA NA"
4105,73.4,73.4,26.6,"Mandach (AG)","NA NA"
4106,89.6,89.6,10.4,"Mönthal (AG)","NA NA"
4107,36.1,36.1,63.9,"Mülligen (AG)","NA NA"
4110,95.6,95.6,4.4,"Remigen (AG)","NA NA"
4111,42.8,42.8,57.2,"Riniken (AG)","NA NA"
4112,68.2,68.2,31.8,"Rüfenach (AG)","NA NA"
4117,53,53,47,"Thalheim (AG)","NA NA"
4120,68.5,68.5,31.5,"Veltheim (AG)","NA NA"
4121,17.5,17.5,82.5,"Villigen (AG)","NA NA"
4122,97.4,97.4,2.6,"Villnachern (AG)","NA NA"
4123,76,76,24,"Windisch (AG)","NA NA"
4124,43.5,43.5,56.5,"Bözberg (AG)","NA NA"
4125,56.7,56.7,43.3,"Schinznach (AG)","NA NA"
4131,37.4,37.4,62.6,"Beinwil am See (AG)","NA NA"
4132,49,49,51,"Birrwil (AG)","NA NA"
4134,52.3,52.3,47.7,"Dürrenäsch (AG)","NA NA"
4135,4.7,4.7,95.3,"Gontenschwil (AG)","NA NA"
4136,48,48,52,"Holziken (AG)","NA NA"
4137,9.6,9.6,90.4,"Leimbach (AG)","NA NA"
4138,47.1,47.1,52.9,"Leutwil (AG)","NA NA"
4139,58,58,42,"Menziken (AG)","NA NA"
4140,10.7,10.7,89.3,"Oberkulm (AG)","NA NA"
4141,70.1,70.1,29.9,"Reinach (AG)","NA NA"
4142,72.1,72.1,27.9,"Schlossrued (AG)","NA NA"
4143,65.9,65.9,34.1,"Schmiedrued (AG)","NA NA"
4144,33,33,67,"Schöftland (AG)","NA NA"
4145,22.9,22.9,77.1,"Teufenthal (AG)","NA NA"
4146,96.1,96.1,3.9,"Unterkulm (AG)","NA NA"
4147,66.4,66.4,33.6,"Zetzwil (AG)","NA NA"
4161,39.6,39.6,60.4,"Eiken (AG)","NA NA"
4163,29.5,29.5,70.5,"Frick (AG)","NA NA"
4164,66.1,66.1,33.9,"Gansingen (AG)","NA NA"
4165,78.3,78.3,21.7,"Gipf-Oberfrick (AG)","NA NA"
4169,60.9,60.9,39.1,"Kaisten (AG)","NA NA"
4170,79.8,79.8,20.2,"Laufenburg (AG)","NA NA"
4172,30.6,30.6,69.4,"Münchwilen (AG)","NA NA"
4173,71.4,71.4,28.6,"Oberhof (AG)","NA NA"
4175,52.1,52.1,47.9,"Oeschgen (AG)","NA NA"
4176,34.4,34.4,65.6,"Schwaderloch (AG)","NA NA"
4177,59.4,59.4,40.6,"Sisseln (AG)","NA NA"
4181,56.9,56.9,43.1,"Wittnau (AG)","NA NA"
4182,45,45,55,"Wölflinswil (AG)","NA NA"
4183,44.6,44.6,55.4,"Zeihen (AG)","NA NA"
4184,63,63,37,"Mettauertal (AG)","NA NA"
4185,78.6,78.6,21.4,"Böztal (AG)","NA NA"
4186,9.6,9.6,90.4,"Herznach-Ueken (AG)","NA NA"
4191,51.4,51.4,48.6,"Ammerswil (AG)","NA NA"
4192,61.1,61.1,38.9,"Boniswil (AG)","NA NA"
4193,88.5,88.5,11.5,"Brunegg (AG)","NA NA"
4194,49.5,49.5,50.5,"Dintikon (AG)","NA NA"
4195,43.7,43.7,56.3,"Egliswil (AG)","NA NA"
4196,17.3,17.3,82.7,"Fahrwangen (AG)","NA NA"
4197,65.5,65.5,34.5,"Hallwil (AG)","NA NA"
4198,68.1,68.1,31.9,"Hendschiken (AG)","NA NA"
4199,71.2,71.2,28.8,"Holderbank (AG)","NA NA"
4200,37.9,37.9,62.1,"Hunzenschwil (AG)","NA NA"
4201,55.9,55.9,44.1,"Lenzburg (AG)","NA NA"
4202,71,71,29,"Meisterschwanden (AG)","NA NA"
4203,69.1,69.1,30.9,"Möriken-Wildegg (AG)","NA NA"
4204,56.8,56.8,43.2,"Niederlenz (AG)","NA NA"
4205,74.3,74.3,25.7,"Othmarsingen (AG)","NA NA"
4206,43.8,43.8,56.2,"Rupperswil (AG)","NA NA"
4207,44.3,44.3,55.7,"Schafisheim (AG)","NA NA"
4208,19.6,19.6,80.4,"Seengen (AG)","NA NA"
4209,84.2,84.2,15.8,"Seon (AG)","NA NA"
4210,5.1,5.1,94.9,"Staufen (AG)","NA NA"
4221,30,30,70,"Abtwil (AG)","NA NA"
4222,91.5,91.5,8.5,"Aristau (AG)","NA NA"
4223,99,99,1,"Auw (AG)","NA NA"
4224,15.2,15.2,84.8,"Beinwil (Freiamt) (AG)","NA NA"
4226,37.6,37.6,62.4,"Besenbüren (AG)","NA NA"
4227,74.1,74.1,25.9,"Bettwil (AG)","NA NA"
4228,51.8,51.8,48.2,"Boswil (AG)","NA NA"
4229,49.1,49.1,50.9,"Bünzen (AG)","NA NA"
4230,13.7,13.7,86.3,"Buttwil (AG)","NA NA"
4231,31.1,31.1,68.9,"Dietwil (AG)","NA NA"
4232,8.2,8.2,91.8,"Geltwil (AG)","NA NA"
4233,13.4,13.4,86.6,"Kallern (AG)","NA NA"
