"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
6601,44.1,44.1,55.9,"Aire-la-Ville GE","NA NA"
6602,52.3,52.3,47.7,"Anières GE","NA NA"
6603,67.1,67.1,32.9,"Avully GE","NA NA"
6604,56.8,56.8,43.2,"Avusy GE","NA NA"
6605,49.8,49.8,50.2,"Bardonnex GE","NA NA"
6606,68.4,68.4,31.6,"Bellevue GE","NA NA"
6607,78.8,78.8,21.2,"Bernex GE","NA NA"
6608,41.6,41.6,58.4,"Carouge GE","NA NA"
6609,35.7,35.7,64.3,"Cartigny GE","NA NA"
6610,54,54,46,"Céligny GE","NA NA"
6611,50.6,50.6,49.4,"Chancy GE","NA NA"
6612,48,48,52,"Chêne-Bougeries GE","NA NA"
6613,17.4,17.4,82.6,"Chêne-Bourg GE","NA NA"
6614,58,58,42,"Choulex GE","NA NA"
6615,76.9,76.9,23.1,"Collex-Bossy GE","NA NA"
6616,61.3,61.3,38.7,"Collonge-Bellerive GE","NA NA"
6617,77.8,77.8,22.2,"Cologny GE","NA NA"
6618,10.6,10.6,89.4,"Confignon GE","NA NA"
6619,51.8,51.8,48.2,"Corsier GE","NA NA"
6620,51.1,51.1,48.9,"Dardagny GE","NA NA"
6621,46.5,46.5,53.5,"Genf GE","NA NA"
6622,59.3,59.3,40.7,"Genthod GE","NA NA"
6623,38.5,38.5,61.5,"Le Grand-Saconnex GE","NA NA"
6624,42.1,42.1,57.9,"Gy GE","NA NA"
6625,79.5,79.5,20.5,"Hermance GE","NA NA"
6626,18.7,18.7,81.3,"Jussy GE","NA NA"
6627,37.4,37.4,62.6,"Laconnex GE","NA NA"
6628,85.5,85.5,14.5,"Lancy GE","NA NA"
6629,54.4,54.4,45.6,"Meinier GE","NA NA"
6630,38.4,38.4,61.6,"Meyrin GE","NA NA"
6631,52.2,52.2,47.8,"Onex GE","NA NA"
6632,30.3,30.3,69.7,"Perly-Certoux GE","NA NA"
6633,98.3,98.3,1.7,"Plan-les-Ouates GE","NA NA"
6634,12.1,12.1,87.9,"Pregny-Chambésy GE","NA NA"
6635,45.6,45.6,54.4,"Presinge GE","NA NA"
6636,98.8,98.8,1.2,"Puplinge GE","NA NA"
6637,63.9,63.9,36.1,"Russin GE","NA NA"
6638,34.7,34.7,65.3,"Satigny GE","NA NA"
6639,79.4,79.4,20.6,"Soral GE","NA NA"
6640,13.3,13.3,86.7,"Thônex GE","NA NA"
6641,87.7,87.7,12.3,"Troinex GE","NA NA"
6642,52.6,52.6,47.4,"Vandoeuvres GE","NA NA"
6643,96.3,96.3,3.7,"Vernier GE","NA NA"
6644,47.2,47.2,52.8,"Versoix GE","NA NA"
6645,51.4,51.4,48.6,"Veyrier GE","NA NA"
