"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
6601,91,91,9,"Aire-la-Ville (GE)","NA NA"
6602,45.6,45.6,54.4,"Anières (GE)","NA NA"
6603,84.2,84.2,15.8,"Avully (GE)","NA NA"
6604,47.9,47.9,52.1,"Avusy (GE)","NA NA"
6605,24.8,24.8,75.2,"Bardonnex (GE)","NA NA"
6606,34.3,34.3,65.7,"Bellevue (GE)","NA NA"
6607,52.1,52.1,47.9,"Bernex (GE)","NA NA"
6608,49.3,49.3,50.7,"Carouge (GE)","NA NA"
6609,55.1,55.1,44.9,"Cartigny (GE)","NA NA"
6610,45.7,45.7,54.3,"Céligny (GE)","NA NA"
6611,25.6,25.6,74.4,"Chancy (GE)","NA NA"
6612,61.4,61.4,38.6,"Chêne-Bougeries (GE)","NA NA"
6613,69.7,69.7,30.3,"Chêne-Bourg (GE)","NA NA"
6614,83.2,83.2,16.8,"Choulex (GE)","NA NA"
6615,50.4,50.4,49.6,"Collex-Bossy (GE)","NA NA"
6616,52.2,52.2,47.8,"Collonge-Bellerive (GE)","NA NA"
6617,67.2,67.2,32.8,"Cologny (GE)","NA NA"
6618,39.7,39.7,60.3,"Confignon (GE)","NA NA"
6619,31.3,31.3,68.7,"Corsier (GE)","NA NA"
6620,42.6,42.6,57.4,"Dardagny (GE)","NA NA"
6621,85.5,85.5,14.5,"Ginevra (GE)","NA NA"
6622,28.5,28.5,71.5,"Genthod (GE)","NA NA"
6623,69.9,69.9,30.1,"Le Grand-Saconnex (GE)","NA NA"
6624,56.2,56.2,43.8,"Gy (GE)","NA NA"
6625,47.7,47.7,52.3,"Hermance (GE)","NA NA"
6626,29.1,29.1,70.9,"Jussy (GE)","NA NA"
6627,59.7,59.7,40.3,"Laconnex (GE)","NA NA"
6628,87.4,87.4,12.6,"Lancy (GE)","NA NA"
6629,52.1,52.1,47.9,"Meinier (GE)","NA NA"
6630,34.7,34.7,65.3,"Meyrin (GE)","NA NA"
6631,28.2,28.2,71.8,"Onex (GE)","NA NA"
6632,63.9,63.9,36.1,"Perly-Certoux (GE)","NA NA"
6633,52,52,48,"Plan-les-Ouates (GE)","NA NA"
6634,12.5,12.5,87.5,"Pregny-Chambésy (GE)","NA NA"
6635,46.8,46.8,53.2,"Presinge (GE)","NA NA"
6636,55.4,55.4,44.6,"Puplinge (GE)","NA NA"
6637,17.9,17.9,82.1,"Russin (GE)","NA NA"
6638,46.1,46.1,53.9,"Satigny (GE)","NA NA"
6639,12,12,88,"Soral (GE)","NA NA"
6640,80.7,80.7,19.3,"Thônex (GE)","NA NA"
6641,43,43,57,"Troinex (GE)","NA NA"
6642,53.1,53.1,46.9,"Vandoeuvres (GE)","NA NA"
6643,34.1,34.1,65.9,"Vernier (GE)","NA NA"
6644,65.3,65.3,34.7,"Versoix (GE)","NA NA"
6645,65.7,65.7,34.3,"Veyrier (GE)","NA NA"
