"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
6002,80.2,80.2,19.8,"Brigue-Glis (VS)","Les habitants de Brigue-Glis acceptent avec 80,2 pour cent de oui la réforme en faveur de l'extension des autoroutes. Brigue-Glis a approuvé l'arrêté, contrairement à son canton."
6004,53.6,53.6,46.4,"Eggerberg (VS)","Eggerberg dit oui à 53,6 pour cent à de la réforme en faveur de l'extension des autoroutes. Eggerberg a approuvé l'arrêté, contrairement à son canton."
6007,8,8,92,"Naters (VS)","Les habitants de Naters s'opposent à la réforme en faveur de l'extension des autoroutes par 92 pour cent des voix. Naters a rejeté l'arrêté, tout comme son canton."
6008,50.9,50.9,49.1,"Ried-Brig (VS)","La réforme en faveur de l'extension des autoroutes passe la rampe avec 50,9 pour cent de oui à Ried-Brig. Ried-Brig a approuvé l'arrêté, contrairement à son canton."
6009,47,47,53,"Simplon (VS)","A Simplon, les citoyens rejettent à 53 pour cent la réforme en faveur de l'extension des autoroutes. Simplon a rejeté l'arrêté, tout comme son canton."
6010,12,12,88,"Termen (VS)","La réforme en faveur de l'extension des autoroutes est refusée à 88 pour cent à Termen. Termen a rejeté l'arrêté, tout comme son canton."
6011,1.5,1.5,98.5,"Zwischbergen (VS)","La population de Zwischbergen rejette à 98,5 pour cent des voix la réforme en faveur de l'extension des autoroutes. Zwischbergen a rejeté l'arrêté, tout comme son canton."
6021,51.6,51.6,48.4,"Ardon (VS)","La population d'Ardon approuve à 51,6 pour cent la réforme en faveur de l'extension des autoroutes. Ardon a approuvé l'arrêté, contrairement à son canton."
6022,48.7,48.7,51.3,"Chamoson (VS)","Les projets d'extension du réseau autoroutier n'ont pas convaincu à Chamoson. Les citoyens de la commune ont refusé le texte à 51,3 pour cent. Chamoson a rejeté l'arrêté, tout comme son canton."
6023,72.9,72.9,27.1,"Conthey (VS)","La réforme en faveur de l'extension des autoroutes passe la rampe avec 72,9 pour cent de oui à Conthey. Conthey a approuvé l'arrêté, contrairement à son canton."
6024,20.5,20.5,79.5,"Nendaz (VS)","A Nendaz, les citoyens rejettent à 79,5 pour cent la réforme en faveur de l'extension des autoroutes. Nendaz a rejeté l'arrêté, tout comme son canton."
6025,11.6,11.6,88.4,"Vétroz (VS)","Les projets d'extension du réseau autoroutier n'ont pas convaincu à Vétroz. Les citoyens de la commune ont refusé le texte à 88,4 pour cent. Vétroz a rejeté l'arrêté, tout comme son canton."
6032,79.2,79.2,20.8,"Bourg-Saint-Pierre (VS)","L'extension du réseau des autoroutes est approuvée à Bourg-Saint-Pierre par 79,2 pour cent des votants. Bourg-Saint-Pierre a approuvé l'arrêté, contrairement à son canton."
6033,94.5,94.5,5.5,"Liddes (VS)","La population de Liddes approuve à 94,5 pour cent la réforme en faveur de l'extension des autoroutes. Liddes a approuvé l'arrêté, contrairement à son canton."
6034,24.6,24.6,75.4,"Orsières (VS)","Les projets d'extension du réseau autoroutier n'ont pas convaincu à Orsières. Les citoyens de la commune ont refusé le texte à 75,4 pour cent. Orsières a rejeté l'arrêté, tout comme son canton."
6035,53.2,53.2,46.8,"Sembrancher (VS)","A Sembrancher, les habitants disent oui à  53,2 pour cent à la réforme favorable à l'extension des projets autoroutiers. Sembrancher a approuvé l'arrêté, contrairement à son canton."
6037,41.1,41.1,58.9,"Val de Bagnes (VS)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens de Val de Bagnes. Ils ont refusé le texte à 58,9 pour cent. Val de Bagnes a rejeté l'arrêté, tout comme son canton."
6052,57,57,43,"Bellwald (VS)","La réforme en faveur de l'extension des autoroutes passe la rampe avec 57 pour cent de oui à Bellwald. Bellwald a approuvé l'arrêté, contrairement à son canton."
6054,49.7,49.7,50.3,"Binn (VS)","Les habitants de Binn s'opposent à la réforme en faveur de l'extension des autoroutes par 50,3 pour cent des voix. Binn a rejeté l'arrêté, tout comme son canton."
6056,48.6,48.6,51.4,"Ernen (VS)","A Ernen, les citoyens rejettent à 51,4 pour cent la réforme en faveur de l'extension des autoroutes. Ernen a rejeté l'arrêté, tout comme son canton."
6057,77.3,77.3,22.7,"Fiesch (VS)","A Fiesch, les habitants disent oui à  77,3 pour cent à la réforme favorable à l'extension des projets autoroutiers. Fiesch a approuvé l'arrêté, contrairement à son canton."
6058,97,97,3,"Fieschertal (VS)","La réforme en faveur de l'extension des autoroutes passe la rampe avec 97 pour cent de oui à Fieschertal. Fieschertal a approuvé l'arrêté, contrairement à son canton."
6061,93.2,93.2,6.8,"Lax (VS)","Lax dit oui à 93,2 pour cent à de la réforme en faveur de l'extension des autoroutes. Lax a approuvé l'arrêté, contrairement à son canton."
6076,50.4,50.4,49.6,"Obergoms (VS)","La population d'Obergoms approuve à 50,4 pour cent la réforme en faveur de l'extension des autoroutes. Obergoms a approuvé l'arrêté, contrairement à son canton."
6077,46.9,46.9,53.1,"Goms (VS)","Les habitants de Goms s'opposent à la réforme en faveur de l'extension des autoroutes par 53,1 pour cent des voix. Goms a rejeté l'arrêté, tout comme son canton."
6082,41.5,41.5,58.5,"Ayent (VS)","La population d'Ayent rejette à 58,5 pour cent des voix la réforme en faveur de l'extension des autoroutes. Ayent a rejeté l'arrêté, tout comme son canton."
6083,25.2,25.2,74.8,"Evolène (VS)","C'est non à la réforme en faveur de l'extension des autoroutes à Evolène. Les habitants ont refusé le texte à 74,8 pour cent. Evolène a rejeté l'arrêté, tout comme son canton."
6084,83.7,83.7,16.3,"Hérémence (VS)","Hérémence dit oui à 83,7 pour cent à de la réforme en faveur de l'extension des autoroutes. Hérémence a approuvé l'arrêté, contrairement à son canton."
6087,7.8,7.8,92.2,"Saint-Martin (VS)","Les habitants de Saint-Martin (VS) s'opposent à la réforme en faveur de l'extension des autoroutes par 92,2 pour cent des voix. Saint-Martin (VS) a rejeté l'arrêté, tout comme son canton."
6089,86.7,86.7,13.3,"Vex (VS)","Vex dit oui à 86,7 pour cent à de la réforme en faveur de l'extension des autoroutes. Vex a approuvé l'arrêté, contrairement à son canton."
6090,1.4,1.4,98.6,"Mont-Noble (VS)","La réforme en faveur de l'extension des autoroutes est refusée à 98,6 pour cent à Mont-Noble. Mont-Noble a rejeté l'arrêté, tout comme son canton."
6101,52.5,52.5,47.5,"Agarn (VS)","La réforme en faveur de l'extension des autoroutes passe la rampe avec 52,5 pour cent de oui à Agarn. Agarn a approuvé l'arrêté, contrairement à son canton."
6102,52.7,52.7,47.3,"Albinen (VS)","Albinen dit oui à 52,7 pour cent à de la réforme en faveur de l'extension des autoroutes. Albinen a approuvé l'arrêté, contrairement à son canton."
6104,99.7,99.7,0.3,"Ergisch (VS)","Ergisch se classe au troisième rang des plus fortes approbations de la réforme en faveur de l'extension des autoroutes. Ses citoyens disent oui à 99,7 pour cent. Le plus fort pourcentage de oui en Valais a été obtenu à Ergisch."
6109,44.7,44.7,55.3,"Inden (VS)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens d'Inden. Ils ont refusé le texte à 55,3 pour cent. Inden a rejeté l'arrêté, tout comme son canton."
6110,27,27,73,"Loèche (VS)","C'est non à la réforme en faveur de l'extension des autoroutes à Loèche. Les habitants ont refusé le texte à 73 pour cent. Loèche a rejeté l'arrêté, tout comme son canton."
6111,42.9,42.9,57.1,"Loèche-les-Bains (VS)","C'est non à la réforme en faveur de l'extension des autoroutes à Loèche-les-Bains. Les habitants ont refusé le texte à 57,1 pour cent. Loèche-les-Bains a rejeté l'arrêté, tout comme son canton."
6112,1.6,1.6,98.4,"Oberems (VS)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens d'Oberems. Ils ont refusé le texte à 98,4 pour cent. Oberems a rejeté l'arrêté, tout comme son canton."
6113,55.3,55.3,44.7,"Salquenen (VS)","Salquenen dit oui à 55,3 pour cent à de la réforme en faveur de l'extension des autoroutes. Salquenen a approuvé l'arrêté, contrairement à son canton."
6116,20.1,20.1,79.9,"Varone (VS)","Les habitants de Varone s'opposent à la réforme en faveur de l'extension des autoroutes par 79,9 pour cent des voix. Varone a rejeté l'arrêté, tout comme son canton."
6117,68.4,68.4,31.6,"Guttet-Feschel (VS)","La population de Guttet-Feschel approuve à 68,4 pour cent la réforme en faveur de l'extension des autoroutes. Guttet-Feschel a approuvé l'arrêté, contrairement à son canton."
6118,42.1,42.1,57.9,"Gampel-Bratsch (VS)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens de Gampel-Bratsch. Ils ont refusé le texte à 57,9 pour cent. Gampel-Bratsch a rejeté l'arrêté, tout comme son canton."
6119,35.8,35.8,64.2,"Turtmann-Unterems (VS)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens de Turtmann-Unterems. Ils ont refusé le texte à 64,2 pour cent. Turtmann-Unterems a rejeté l'arrêté, tout comme son canton."
6131,49.3,49.3,50.7,"Bovernier (VS)","Les projets d'extension du réseau autoroutier n'ont pas convaincu à Bovernier. Les citoyens de la commune ont refusé le texte à 50,7 pour cent. Bovernier a rejeté l'arrêté, tout comme son canton."
6133,44.5,44.5,55.5,"Fully (VS)","Les habitants de Fully s'opposent à la réforme en faveur de l'extension des autoroutes par 55,5 pour cent des voix. Fully a rejeté l'arrêté, tout comme son canton."
6134,33.2,33.2,66.8,"Isérables (VS)","C'est non à la réforme en faveur de l'extension des autoroutes à Isérables. Les habitants ont refusé le texte à 66,8 pour cent. Isérables a rejeté l'arrêté, tout comme son canton."
6135,31.3,31.3,68.7,"Leytron (VS)","C'est non à la réforme en faveur de l'extension des autoroutes à Leytron. Les habitants ont refusé le texte à 68,7 pour cent. Leytron a rejeté l'arrêté, tout comme son canton."
6136,35.8,35.8,64.2,"Martigny (VS)","C'est non à la réforme en faveur de l'extension des autoroutes à Martigny. Les habitants ont refusé le texte à 64,2 pour cent. Martigny a rejeté l'arrêté, tout comme son canton."
6137,85.5,85.5,14.5,"Martigny-Combe (VS)","L'extension du réseau des autoroutes est approuvée à Martigny-Combe par 85,5 pour cent des votants. Martigny-Combe a approuvé l'arrêté, contrairement à son canton."
6139,61.4,61.4,38.6,"Riddes (VS)","La réforme en faveur de l'extension des autoroutes passe la rampe avec 61,4 pour cent de oui à Riddes. Riddes a approuvé l'arrêté, contrairement à son canton."
6140,46.7,46.7,53.3,"Saillon (VS)","C'est non à la réforme en faveur de l'extension des autoroutes à Saillon. Les habitants ont refusé le texte à 53,3 pour cent. Saillon a rejeté l'arrêté, tout comme son canton."
6141,44.7,44.7,55.3,"Saxon (VS)","La population de Saxon rejette à 55,3 pour cent des voix la réforme en faveur de l'extension des autoroutes. Saxon a rejeté l'arrêté, tout comme son canton."
6142,19.2,19.2,80.8,"Trient (VS)","La réforme en faveur de l'extension des autoroutes est refusée à 80,8 pour cent à Trient. Trient a rejeté l'arrêté, tout comme son canton."
6151,46.5,46.5,53.5,"Champéry (VS)","La population de Champéry rejette à 53,5 pour cent des voix la réforme en faveur de l'extension des autoroutes. Champéry a rejeté l'arrêté, tout comme son canton."
6152,50.9,50.9,49.1,"Collombey-Muraz (VS)","Les habitants de Collombey-Muraz soutiennent à 50,9 pour cent la réforme en faveur de l'extension des autoroutes. Collombey-Muraz a approuvé l'arrêté, contrairement à son canton."
6153,10.8,10.8,89.2,"Monthey (VS)","A Monthey, les citoyens rejettent à 89,2 pour cent la réforme en faveur de l'extension des autoroutes. Monthey a rejeté l'arrêté, tout comme son canton."
6154,73.1,73.1,26.9,"Port-Valais (VS)","L'extension du réseau des autoroutes est approuvée à Port-Valais par 73,1 pour cent des votants. Port-Valais a approuvé l'arrêté, contrairement à son canton."
6155,59,59,41,"Saint-Gingolph (VS)","A Saint-Gingolph, les habitants disent oui à  59 pour cent à la réforme favorable à l'extension des projets autoroutiers. Saint-Gingolph a approuvé l'arrêté, contrairement à son canton."
6156,93.9,93.9,6.1,"Troistorrents (VS)","La population de Troistorrents approuve à 93,9 pour cent la réforme en faveur de l'extension des autoroutes. Troistorrents a approuvé l'arrêté, contrairement à son canton."
6157,46.1,46.1,53.9,"Val-d'Illiez (VS)","La population de Val-d'Illiez rejette à 53,9 pour cent des voix la réforme en faveur de l'extension des autoroutes. Val-d'Illiez a rejeté l'arrêté, tout comme son canton."
6158,9.9,9.9,90.1,"Vionnaz (VS)","La population de Vionnaz rejette à 90,1 pour cent des voix la réforme en faveur de l'extension des autoroutes. Vionnaz a rejeté l'arrêté, tout comme son canton."
6159,63,63,37,"Vouvry (VS)","L'extension du réseau des autoroutes est approuvée à Vouvry par 63 pour cent des votants. Vouvry a approuvé l'arrêté, contrairement à son canton."
6172,28.1,28.1,71.9,"Bister (VS)","Les habitants de Bister s'opposent à la réforme en faveur de l'extension des autoroutes par 71,9 pour cent des voix. Bister a rejeté l'arrêté, tout comme son canton."
6173,39.4,39.4,60.6,"Bitsch (VS)","La population de Bitsch rejette à 60,6 pour cent des voix la réforme en faveur de l'extension des autoroutes. Bitsch a rejeté l'arrêté, tout comme son canton."
6177,43.2,43.2,56.8,"Grengiols (VS)","La population de Grengiols rejette à 56,8 pour cent des voix la réforme en faveur de l'extension des autoroutes. Grengiols a rejeté l'arrêté, tout comme son canton."
6181,48.3,48.3,51.7,"Riederalp (VS)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens de Riederalp. Ils ont refusé le texte à 51,7 pour cent. Riederalp a rejeté l'arrêté, tout comme son canton."
6191,27.9,27.9,72.1,"Ausserberg (VS)","A Ausserberg, les citoyens rejettent à 72,1 pour cent la réforme en faveur de l'extension des autoroutes. Ausserberg a rejeté l'arrêté, tout comme son canton."
6192,50.8,50.8,49.2,"Blatten (VS)","La réforme en faveur de l'extension des autoroutes passe la rampe avec 50,8 pour cent de oui à Blatten. Blatten a approuvé l'arrêté, contrairement à son canton."
6193,9.5,9.5,90.5,"Bürchen (VS)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens de Bürchen. Ils ont refusé le texte à 90,5 pour cent. Bürchen a rejeté l'arrêté, tout comme son canton."
6194,70.9,70.9,29.1,"Eischoll (VS)","A Eischoll, les habitants disent oui à  70,9 pour cent à la réforme favorable à l'extension des projets autoroutiers. Eischoll a approuvé l'arrêté, contrairement à son canton."
6195,90,90,10,"Ferden (VS)","L'extension du réseau des autoroutes est approuvée à Ferden par 90 pour cent des votants. Ferden a approuvé l'arrêté, contrairement à son canton."
6197,91.8,91.8,8.2,"Kippel (VS)","A Kippel, les habitants disent oui à  91,8 pour cent à la réforme favorable à l'extension des projets autoroutiers. Kippel a approuvé l'arrêté, contrairement à son canton."
6198,41.1,41.1,58.9,"Niedergesteln (VS)","Les habitants de Niedergesteln s'opposent à la réforme en faveur de l'extension des autoroutes par 58,9 pour cent des voix. Niedergesteln a rejeté l'arrêté, tout comme son canton."
6199,62.1,62.1,37.9,"Rarogne (VS)","La population de Rarogne approuve à 62,1 pour cent la réforme en faveur de l'extension des autoroutes. Rarogne a approuvé l'arrêté, contrairement à son canton."
6201,86.8,86.8,13.2,"Unterbäch (VS)","Unterbäch dit oui à 86,8 pour cent à de la réforme en faveur de l'extension des autoroutes. Unterbäch a approuvé l'arrêté, contrairement à son canton."
6202,78.4,78.4,21.6,"Wiler (Lötschen) (VS)","L'extension du réseau des autoroutes est approuvée à Wiler (Lötschen) par 78,4 pour cent des votants. Wiler (Lötschen) a approuvé l'arrêté, contrairement à son canton."
6203,52.3,52.3,47.7,"Mörel-Filet (VS)","Mörel-Filet dit oui à 52,3 pour cent à de la réforme en faveur de l'extension des autoroutes. Mörel-Filet a approuvé l'arrêté, contrairement à son canton."
6204,70.3,70.3,29.7,"Steg-Hohtenn (VS)","Les habitants de Steg-Hohtenn soutiennent à 70,3 pour cent la réforme en faveur de l'extension des autoroutes. Steg-Hohtenn a approuvé l'arrêté, contrairement à son canton."
6205,6.7,6.7,93.3,"Bettmeralp (VS)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens de Bettmeralp. Ils ont refusé le texte à 93,3 pour cent. Bettmeralp a rejeté l'arrêté, tout comme son canton."
6211,42,42,58,"Collonges (VS)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens de Collonges. Ils ont refusé le texte à 58 pour cent. Collonges a rejeté l'arrêté, tout comme son canton."
6212,98,98,2,"Dorénaz (VS)","Les habitants de Dorénaz acceptent avec 98 pour cent de oui la réforme en faveur de l'extension des autoroutes. Dorénaz a approuvé l'arrêté, contrairement à son canton."
6213,14.5,14.5,85.5,"Evionnaz (VS)","A Evionnaz, les citoyens rejettent à 85,5 pour cent la réforme en faveur de l'extension des autoroutes. Evionnaz a rejeté l'arrêté, tout comme son canton."
6214,52.2,52.2,47.8,"Finhaut (VS)","La réforme en faveur de l'extension des autoroutes passe la rampe avec 52,2 pour cent de oui à Finhaut. Finhaut a approuvé l'arrêté, contrairement à son canton."
6215,37.3,37.3,62.7,"Massongex (VS)","La réforme en faveur de l'extension des autoroutes est refusée à 62,7 pour cent à Massongex. Massongex a rejeté l'arrêté, tout comme son canton."
6217,60.3,60.3,39.7,"Saint-Maurice (VS)","A Saint-Maurice, les habitants disent oui à  60,3 pour cent à la réforme favorable à l'extension des projets autoroutiers. Saint-Maurice a approuvé l'arrêté, contrairement à son canton."
6218,58.2,58.2,41.8,"Salvan (VS)","La réforme en faveur de l'extension des autoroutes passe la rampe avec 58,2 pour cent de oui à Salvan. Salvan a approuvé l'arrêté, contrairement à son canton."
6219,35.2,35.2,64.8,"Vernayaz (VS)","A Vernayaz, les citoyens rejettent à 64,8 pour cent la réforme en faveur de l'extension des autoroutes. Vernayaz a rejeté l'arrêté, tout comme son canton."
