"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
5401,10.6,10.6,89.4,"Aigle (VD)","La population d'Aigle rejette à 89,4 pour cent des voix le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Aigle a rejeté la réforme, tout comme son canton."
5402,40.4,40.4,59.6,"Bex (VD)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée est refusé à 59,6 pour cent à Bex. Bex a rejeté la réforme, tout comme son canton."
5403,51.1,51.1,48.9,"Chessel (VD)","Chessel dit oui à 51,1 pour cent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Chessel a approuvé la réforme, contrairement à son canton."
5404,71.7,71.7,28.3,"Corbeyrier (VD)","Les habitants de Corbeyrier soutiennent à 71,7 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Corbeyrier a approuvé la réforme, contrairement à son canton."
5405,89,89,11,"Gryon (VD)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée passe la rampe avec 89 pour cent de oui à Gryon. Gryon a approuvé la réforme, contrairement à son canton."
5406,8.9,8.9,91.1,"Lavey-Morcles (VD)","A Lavey-Morcles, les citoyens rejettent à 91,1 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Lavey-Morcles a rejeté la réforme, tout comme son canton."
5407,2.9,2.9,97.1,"Leysin (VD)","C'est non au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée à Leysin. Les habitants ont refusé le texte à 97,1 pour cent. Leysin a rejeté la réforme, tout comme son canton."
5408,48.6,48.6,51.4,"Noville (VD)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée n'a pas trouvé grâce aux yeux des citoyens de Noville. Ils ont refusé le texte à 51,4 pour cent. Noville a rejeté la réforme, tout comme son canton."
5409,11.7,11.7,88.3,"Ollon (VD)","C'est non au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée à Ollon. Les habitants ont refusé le texte à 88,3 pour cent. Ollon a rejeté la réforme, tout comme son canton."
5410,86.4,86.4,13.6,"Ormont-Dessous (VD)","La population d'Ormont-Dessous approuve à 86,4 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Ormont-Dessous a approuvé la réforme, contrairement à son canton."
5411,65.4,65.4,34.6,"Ormont-Dessus (VD)","Les habitants d'Ormont-Dessus soutiennent à 65,4 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Ormont-Dessus a approuvé la réforme, contrairement à son canton."
5412,64.5,64.5,35.5,"Rennaz (VD)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée passe la rampe avec 64,5 pour cent de oui à Rennaz. Rennaz a approuvé la réforme, contrairement à son canton."
5413,26.1,26.1,73.9,"Roche (VD)","A Roche (VD), les citoyens rejettent à 73,9 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Roche (VD) a rejeté la réforme, tout comme son canton."
5414,49.8,49.8,50.2,"Villeneuve (VD)","A Villeneuve (VD), les citoyens rejettent à 50,2 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Villeneuve (VD) a rejeté la réforme, tout comme son canton."
5415,84.9,84.9,15.1,"Yvorne (VD)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée passe la rampe avec 84,9 pour cent de oui à Yvorne. Yvorne a approuvé la réforme, contrairement à son canton."
5422,16.7,16.7,83.3,"Aubonne (VD)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée n'a pas trouvé grâce aux yeux des citoyens d'Aubonne. Ils ont refusé le texte à 83,3 pour cent. Aubonne a rejeté la réforme, tout comme son canton."
5423,44.8,44.8,55.2,"Ballens (VD)","A Ballens, les citoyens rejettent à 55,2 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Ballens a rejeté la réforme, tout comme son canton."
5424,21.9,21.9,78.1,"Berolle (VD)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée est refusé à 78,1 pour cent à Berolle. Berolle a rejeté la réforme, tout comme son canton."
5425,51.2,51.2,48.8,"Bière (VD)","Bière dit oui à 51,2 pour cent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Bière a approuvé la réforme, contrairement à son canton."
5426,23.2,23.2,76.8,"Bougy-Villars (VD)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée n'a pas convaincu à Bougy-Villars. Les citoyens de la commune ont refusé le texte à 76,8 pour cent. Bougy-Villars a rejeté la réforme, tout comme son canton."
5427,45.1,45.1,54.9,"Féchy (VD)","A Féchy, les citoyens rejettent à 54,9 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Féchy a rejeté la réforme, tout comme son canton."
5428,63.4,63.4,36.6,"Gimel (VD)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée est approuvé à Gimel par 63,4 pour cent des votants. Gimel a approuvé la réforme, contrairement à son canton."
5429,80.7,80.7,19.3,"Longirod (VD)","La population de Longirod approuve à 80,7 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Longirod a approuvé la réforme, contrairement à son canton."
5430,74.8,74.8,25.2,"Marchissy (VD)","A Marchissy, les habitants disent oui à  74,8 pour cent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Marchissy a approuvé la réforme, contrairement à son canton."
5431,43.6,43.6,56.4,"Mollens (VD)","C'est non au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée à Mollens (VD). Les habitants ont refusé le texte à 56,4 pour cent. Mollens (VD) a rejeté la réforme, tout comme son canton."
5434,75.8,75.8,24.2,"Saint-George (VD)","Les habitants de Saint-George soutiennent à 75,8 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Saint-George a approuvé la réforme, contrairement à son canton."
5435,4.2,4.2,95.8,"Saint-Livres (VD)","La population de Saint-Livres rejette à 95,8 pour cent des voix le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Saint-Livres a rejeté la réforme, tout comme son canton."
5436,39.2,39.2,60.8,"Saint-Oyens (VD)","Les habitants de Saint-Oyens s'opposent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée par 60,8 pour cent des voix. Saint-Oyens a rejeté la réforme, tout comme son canton."
5437,51.5,51.5,48.5,"Saubraz (VD)","A Saubraz, les habitants disent oui à  51,5 pour cent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Saubraz a approuvé la réforme, contrairement à son canton."
5451,67.7,67.7,32.3,"Avenches (VD)","Les habitants d'Avenches soutiennent à 67,7 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Avenches a approuvé la réforme, contrairement à son canton."
5456,32.5,32.5,67.5,"Cudrefin (VD)","A Cudrefin, les citoyens rejettent à 67,5 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Cudrefin a rejeté la réforme, tout comme son canton."
5458,64.5,64.5,35.5,"Faoug (VD)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée passe la rampe avec 64,5 pour cent de oui à Faoug. Faoug a approuvé la réforme, contrairement à son canton."
5464,51.7,51.7,48.3,"Vully-les-Lacs (VD)","A Vully-les-Lacs, les habitants disent oui à  51,7 pour cent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Vully-les-Lacs a approuvé la réforme, contrairement à son canton."
5471,46.4,46.4,53.6,"Bettens (VD)","C'est non au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée à Bettens. Les habitants ont refusé le texte à 53,6 pour cent. Bettens a rejeté la réforme, tout comme son canton."
5472,50,50,50,"Bournens (VD)","Les habitants de Bournens s'opposent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée par 50 pour cent des voix. Bournens a rejeté la réforme, tout comme son canton."
5473,82.5,82.5,17.5,"Boussens (VD)","La population de Boussens approuve à 82,5 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Boussens a approuvé la réforme, contrairement à son canton."
5474,8.1,8.1,91.9,"La Chaux (Cossonay) (VD)","La population de La Chaux (Cossonay) rejette à 91,9 pour cent des voix le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. La Chaux (Cossonay) a rejeté la réforme, tout comme son canton."
5475,60.5,60.5,39.5,"Chavannes-le-Veyron (VD)","La population de Chavannes-le-Veyron approuve à 60,5 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Chavannes-le-Veyron a approuvé la réforme, contrairement à son canton."
5476,41.5,41.5,58.5,"Chevilly (VD)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée n'a pas trouvé grâce aux yeux des citoyens de Chevilly. Ils ont refusé le texte à 58,5 pour cent. Chevilly a rejeté la réforme, tout comme son canton."
5477,53,53,47,"Cossonay (VD)","La population de Cossonay approuve à 53 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Cossonay a approuvé la réforme, contrairement à son canton."
5479,48.3,48.3,51.7,"Cuarnens (VD)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée n'a pas trouvé grâce aux yeux des citoyens de Cuarnens. Ils ont refusé le texte à 51,7 pour cent. Cuarnens a rejeté la réforme, tout comme son canton."
5480,6.8,6.8,93.2,"Daillens (VD)","Les habitants de Daillens s'opposent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée par 93,2 pour cent des voix. Daillens a rejeté la réforme, tout comme son canton."
5481,35.3,35.3,64.7,"Dizy (VD)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée n'a pas convaincu à Dizy. Les citoyens de la commune ont refusé le texte à 64,7 pour cent. Dizy a rejeté la réforme, tout comme son canton."
5482,49.9,49.9,50.1,"Eclépens (VD)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée est refusé à 50,1 pour cent à Eclépens. Eclépens a rejeté la réforme, tout comme son canton."
5483,72.9,72.9,27.1,"Ferreyres (VD)","A Ferreyres, les habitants disent oui à  72,9 pour cent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Ferreyres a approuvé la réforme, contrairement à son canton."
5484,40.1,40.1,59.9,"Gollion (VD)","La population de Gollion rejette à 59,9 pour cent des voix le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Gollion a rejeté la réforme, tout comme son canton."
5485,21.8,21.8,78.2,"Grancy (VD)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée n'a pas convaincu à Grancy. Les citoyens de la commune ont refusé le texte à 78,2 pour cent. Grancy a rejeté la réforme, tout comme son canton."
5486,52.4,52.4,47.6,"L'Isle (VD)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée passe la rampe avec 52,4 pour cent de oui à L'Isle. L'Isle a approuvé la réforme, contrairement à son canton."
5487,54.4,54.4,45.6,"Lussery-Villars (VD)","La population de Lussery-Villars approuve à 54,4 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Lussery-Villars a approuvé la réforme, contrairement à son canton."
5488,40.9,40.9,59.1,"Mauraz (VD)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée n'a pas convaincu à Mauraz. Les citoyens de la commune ont refusé le texte à 59,1 pour cent. Mauraz a rejeté la réforme, tout comme son canton."
5489,36.3,36.3,63.7,"Mex (VD)","La population de Mex (VD) rejette à 63,7 pour cent des voix le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Mex (VD) a rejeté la réforme, tout comme son canton."
5490,96.8,96.8,3.2,"Moiry (VD)","Les habitants de Moiry acceptent avec 96,8 pour cent de oui le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Moiry a approuvé la réforme, contrairement à son canton."
