"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
6702,56.3,56.3,43.7,"Boécourt JU","NA NA"
6703,54.5,54.5,45.5,"Bourrignon JU","NA NA"
6704,58,58,42,"Châtillon JU","NA NA"
6706,43.4,43.4,56.6,"Courchapoix JU","NA NA"
6708,86.6,86.6,13.4,"Courrendlin JU","NA NA"
6709,13.5,13.5,86.5,"Courroux JU","NA NA"
6710,51.9,51.9,48.1,"Courtételle JU","NA NA"
6711,57.1,57.1,42.9,"Delsberg JU","NA NA"
6712,74.9,74.9,25.1,"Develier JU","NA NA"
6713,25.4,25.4,74.6,"Ederswiler JU","NA NA"
6715,83,83,17,"Mervelier JU","NA NA"
6716,44.3,44.3,55.7,"Mettembert JU","NA NA"
6718,24.2,24.2,75.8,"Movelier JU","NA NA"
6719,67.3,67.3,32.7,"Pleigne JU","NA NA"
6721,49.7,49.7,50.3,"Rossemaison JU","NA NA"
6722,41.2,41.2,58.8,"Saulcy JU","NA NA"
6724,68.1,68.1,31.9,"Soyhières JU","NA NA"
6729,53.8,53.8,46.2,"Haute-Sorne JU","NA NA"
6730,4.5,4.5,95.5,"Val Terbi JU","NA NA"
6741,62.9,62.9,37.1,"Le Bémont JU","NA NA"
6742,24.7,24.7,75.3,"Les Bois JU","NA NA"
6743,35.5,35.5,64.5,"Les Breuleux JU","NA NA"
6745,52.7,52.7,47.3,"Les Enfers JU","NA NA"
6748,84,84,16,"Les Genevez JU","NA NA"
6750,32.8,32.8,67.2,"Lajoux JU","NA NA"
6751,28.6,28.6,71.4,"Montfaucon JU","NA NA"
6753,42.8,42.8,57.2,"Muriaux JU","NA NA"
6754,19,19,81,"Le Noirmont JU","NA NA"
6757,66,66,34,"Saignelégier JU","NA NA"
6758,11.2,11.2,88.8,"Saint-Brais JU","NA NA"
6759,34.7,34.7,65.3,"Soubey JU","NA NA"
6771,35.9,35.9,64.1,"Alle JU","NA NA"
6774,65.9,65.9,34.1,"Boncourt JU","NA NA"
6778,39.9,39.9,60.1,"Bure JU","NA NA"
6781,16.7,16.7,83.3,"Coeuve JU","NA NA"
6782,97.3,97.3,2.7,"Cornol JU","NA NA"
6783,10.1,10.1,89.9,"Courchavon JU","NA NA"
6784,85.7,85.7,14.3,"Courgenay JU","NA NA"
6785,42.7,42.7,57.3,"Courtedoux JU","NA NA"
6789,42.3,42.3,57.7,"Fahy JU","NA NA"
6790,97,97,3,"Fontenais JU","NA NA"
6792,28.7,28.7,71.3,"Grandfontaine JU","NA NA"
6800,56.6,56.6,43.4,"Pruntrut JU","NA NA"
6806,61.4,61.4,38.6,"Vendlincourt JU","NA NA"
6807,7.1,7.1,92.9,"Basse-Allaine JU","NA NA"
6808,53.2,53.2,46.8,"Clos du Doubs JU","NA NA"
6809,65.5,65.5,34.5,"Haute-Ajoie JU","NA NA"
6810,59.4,59.4,40.6,"La Baroche JU","NA NA"
6811,26.1,26.1,73.9,"Damphreux-Lugnez JU","NA NA"
6812,90.3,90.3,9.7,"Basse-Vendline JU","NA NA"
