"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
5001,46.7,46.7,53.3,"Arbedo-Castione (TI)","Gli elettori di Arbedo-Castione si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 53,3 per cento di voti contrari. Arbedo-Castione ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5002,37.7,37.7,62.3,"Bellinzona (TI)","Il potenziamento delle strade nazionali è stato respinto a Bellinzona, dove ha riscosso il 62,3 per cento di ""no"". Bellinzona ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5003,61.9,61.9,38.1,"Cadenazzo (TI)","Nel comune di Cadenazzo, i cittadini hanno accolto il potenziamento delle strade nazionali con il 61,9 per cento di voti favorevoli. Cadenazzo ha accolto il testo, così come quanto avvenuto a livello cantonale."
5009,5.2,5.2,94.8,"Isone (TI)","Gli abitanti di Isone hanno respinto il potenziamento delle strade nazionali con il 94,8 per cento di ""no"". Isone ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5010,93,93,7,"Lumino (TI)","I cittadini di Lumino hanno accolto il potenziamento delle strade nazionali con il 93 per cento di voti a favore. Lumino ha accolto il testo, così come quanto avvenuto a livello cantonale."
5017,92.6,92.6,7.4,"Sant'Antonino (TI)","I cittadini di Sant'Antonino hanno accolto il potenziamento delle strade nazionali con il 92,6 per cento di voti a favore. Sant'Antonino ha accolto il testo, così come quanto avvenuto a livello cantonale."
5048,63.6,63.6,36.4,"Acquarossa (TI)","Gli elettori di Acquarossa si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 63,6 per cento di ""sì"". Acquarossa ha accolto il testo, così come quanto avvenuto a livello cantonale."
5049,44.9,44.9,55.1,"Blenio (TI)","Gli elettori di Blenio si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 55,1 per cento di voti contrari. Blenio ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5050,72.3,72.3,27.7,"Serravalle (TI)","I cittadini di Serravalle hanno accolto il potenziamento delle strade nazionali con il 72,3 per cento di voti a favore. Serravalle ha accolto il testo, così come quanto avvenuto a livello cantonale."
5061,77.1,77.1,22.9,"Airolo (TI)","Nel comune di Airolo, i cittadini hanno accolto il potenziamento delle strade nazionali con il 77,1 per cento di voti favorevoli. Airolo ha accolto il testo, così come quanto avvenuto a livello cantonale."
5063,24.9,24.9,75.1,"Bedretto (TI)","Gli elettori di Bedretto si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 75,1 per cento di voti contrari. Bedretto ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5064,67.1,67.1,32.9,"Bodio (TI)","Nel comune di Bodio, i cittadini hanno accolto il potenziamento delle strade nazionali con il 67,1 per cento di voti favorevoli. Bodio ha accolto il testo, così come quanto avvenuto a livello cantonale."
5071,25.1,25.1,74.9,"Dalpe (TI)","I cittadini di Dalpe hanno respinto il potenziamento delle strade nazionali con il 74,9 per cento di voti contrari. Dalpe ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5072,16.1,16.1,83.9,"Faido (TI)","I cittadini di Faido hanno respinto il potenziamento delle strade nazionali con il 83,9 per cento di voti contrari. Faido ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5073,20,20,80,"Giornico (TI)","Il potenziamento delle strade nazionali è stato respinto a Giornico, dove ha riscosso il 80 per cento di ""no"". Giornico ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5076,40.4,40.4,59.6,"Personico (TI)","Il 59,6 per cento degli elettori di Personico ha respinto il potenziamento delle strade nazionali. Personico ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5077,28.8,28.8,71.2,"Pollegio (TI)","A Pollegio gli abitanti si sono opposti al potenziamento delle strade nazionali con il 71,2 per cento di voti a sfavore. Pollegio ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5078,89.4,89.4,10.6,"Prato (Leventina) (TI)","Nel comune di Prato (Leventina), i cittadini hanno accolto il potenziamento delle strade nazionali con il 89,4 per cento di voti favorevoli. Prato (Leventina) ha accolto il testo, così come quanto avvenuto a livello cantonale."
5079,35.5,35.5,64.5,"Quinto (TI)","Il 64,5 per cento degli elettori di Quinto ha respinto il potenziamento delle strade nazionali. Quinto ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5091,71.1,71.1,28.9,"Ascona (TI)","Il potenziamento delle strade nazionali è stato accolto a Ascona, dove ha riscosso il 71,1 per cento di voti a favore. Ascona ha accolto il testo, così come quanto avvenuto a livello cantonale."
5096,26.4,26.4,73.6,"Brione sopra Minusio (TI)","Gli abitanti di Brione sopra Minusio hanno respinto il potenziamento delle strade nazionali con il 73,6 per cento di ""no"". Brione sopra Minusio ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5097,36.4,36.4,63.6,"Brissago (TI)","Gli elettori di Brissago si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 63,6 per cento di voti contrari. Brissago ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5108,53.6,53.6,46.4,"Gordola (TI)","I cittadini di Gordola hanno accolto il potenziamento delle strade nazionali con il 53,6 per cento di voti a favore. Gordola ha accolto il testo, così come quanto avvenuto a livello cantonale."
5112,48.4,48.4,51.6,"Lavertezzo (TI)","Gli abitanti di Lavertezzo hanno respinto il potenziamento delle strade nazionali con il 51,6 per cento di ""no"". Lavertezzo ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5113,4.3,4.3,95.7,"Locarno (TI)","Gli abitanti di Locarno hanno respinto il potenziamento delle strade nazionali con il 95,7 per cento di ""no"". Il maggior numero di ""no"" nel canton Ticino è stato ottenuto a Locarno."
5115,29.5,29.5,70.5,"Losone (TI)","Nel comune di Losone, i cittadini hanno respinto il potenziamento delle strade nazionali con il 70,5 per cento di voti contrari. Losone ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5117,67.2,67.2,32.8,"Mergoscia (TI)","I cittadini di Mergoscia hanno accolto il potenziamento delle strade nazionali con il 67,2 per cento di voti a favore. Mergoscia ha accolto il testo, così come quanto avvenuto a livello cantonale."
5118,50.6,50.6,49.4,"Minusio (TI)","Il potenziamento delle strade nazionali è stato accolto a Minusio, dove ha riscosso il 50,6 per cento di voti a favore. Minusio ha accolto il testo, così come quanto avvenuto a livello cantonale."
5120,25.4,25.4,74.6,"Muralto (TI)","A Muralto gli abitanti si sono opposti al potenziamento delle strade nazionali con il 74,6 per cento di voti a sfavore. Muralto ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5121,58.9,58.9,41.1,"Orselina (TI)","Nel comune di Orselina, i cittadini hanno accolto il potenziamento delle strade nazionali con il 58,9 per cento di voti favorevoli. Orselina ha accolto il testo, così come quanto avvenuto a livello cantonale."
5125,37,37,63,"Ronco sopra Ascona (TI)","Nel comune di Ronco sopra Ascona, i cittadini hanno respinto il potenziamento delle strade nazionali con il 63 per cento di voti contrari. Ronco sopra Ascona ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5131,44.8,44.8,55.2,"Tenero-Contra (TI)","Il 55,2 per cento degli elettori di Tenero-Contra ha respinto il potenziamento delle strade nazionali. Tenero-Contra ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5136,38.1,38.1,61.9,"Onsernone (TI)","Gli abitanti di Onsernone hanno respinto il potenziamento delle strade nazionali con il 61,9 per cento di ""no"". Onsernone ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5138,34.5,34.5,65.5,"Cugnasco-Gerra (TI)","Gli abitanti di Cugnasco-Gerra hanno respinto il potenziamento delle strade nazionali con il 65,5 per cento di ""no"". Cugnasco-Gerra ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5141,14.8,14.8,85.2,"Agno (TI)","Il 85,2 per cento degli elettori di Agno ha respinto il potenziamento delle strade nazionali. Agno ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5143,36.7,36.7,63.3,"Aranno (TI)","Gli elettori di Aranno si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 63,3 per cento di voti contrari. Aranno ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5144,71.4,71.4,28.6,"Arogno (TI)","A Arogno gli abitanti hanno accolto il potenziamento delle strade nazionali con il 71,4 per cento di ""sì"". Arogno ha accolto il testo, così come quanto avvenuto a livello cantonale."
5146,26.4,26.4,73.6,"Astano (TI)","Il potenziamento delle strade nazionali è stato respinto a Astano, dove ha riscosso il 73,6 per cento di ""no"". Astano ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5148,46.7,46.7,53.3,"Bedano (TI)","Il potenziamento delle strade nazionali è stato respinto a Bedano, dove ha riscosso il 53,3 per cento di ""no"". Bedano ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5149,76.7,76.7,23.3,"Bedigliora (TI)","Gli abitanti di Bedigliora hanno accolto il potenziamento delle strade nazionali con il 76,7 per cento di ""sì"". Bedigliora ha accolto il testo, così come quanto avvenuto a livello cantonale."
5151,59.2,59.2,40.8,"Bioggio (TI)","I cittadini di Bioggio hanno accolto il potenziamento delle strade nazionali con il 59,2 per cento di voti a favore. Bioggio ha accolto il testo, così come quanto avvenuto a livello cantonale."
5154,57.8,57.8,42.2,"Bissone (TI)","Il 57,8 per cento degli elettori di Bissone ha accolto il potenziamento delle strade nazionali. Bissone ha accolto il testo, così come quanto avvenuto a livello cantonale."
5160,62.1,62.1,37.9,"Brusino Arsizio (TI)","Gli abitanti di Brusino Arsizio hanno accolto il potenziamento delle strade nazionali con il 62,1 per cento di ""sì"". Brusino Arsizio ha accolto il testo, così come quanto avvenuto a livello cantonale."
5161,9.2,9.2,90.8,"Cademario (TI)","Gli elettori di Cademario si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 90,8 per cento di voti contrari. Cademario ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5162,87.8,87.8,12.2,"Cadempino (TI)","Il potenziamento delle strade nazionali è stato accolto a Cadempino, dove ha riscosso il 87,8 per cento di voti a favore. Cadempino ha accolto il testo, così come quanto avvenuto a livello cantonale."
5167,31.8,31.8,68.2,"Canobbio (TI)","Il 68,2 per cento degli elettori di Canobbio ha respinto il potenziamento delle strade nazionali. Canobbio ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5171,63.7,63.7,36.3,"Caslano (TI)","Gli elettori di Caslano si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 63,7 per cento di ""sì"". Caslano ha accolto il testo, così come quanto avvenuto a livello cantonale."
5176,50,50,50,"Comano (TI)","Gli elettori di Comano si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 50 per cento di voti contrari. Comano ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5180,52.7,52.7,47.3,"Cureglia (TI)","Il potenziamento delle strade nazionali è stato accolto a Cureglia, dove ha riscosso il 52,7 per cento di voti a favore. Cureglia ha accolto il testo, così come quanto avvenuto a livello cantonale."
5181,35,35,65,"Curio (TI)","Il 65 per cento degli elettori di Curio ha respinto il potenziamento delle strade nazionali. Curio ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5186,84.8,84.8,15.2,"Grancia (TI)","I cittadini di Grancia hanno accolto il potenziamento delle strade nazionali con il 84,8 per cento di voti a favore. Grancia ha accolto il testo, così come quanto avvenuto a livello cantonale."
5187,69.3,69.3,30.7,"Gravesano (TI)","Il potenziamento delle strade nazionali è stato accolto a Gravesano, dove ha riscosso il 69,3 per cento di voti a favore. Gravesano ha accolto il testo, così come quanto avvenuto a livello cantonale."
5189,67.5,67.5,32.5,"Lamone (TI)","Il potenziamento delle strade nazionali è stato accolto a Lamone, dove ha riscosso il 67,5 per cento di voti a favore. Lamone ha accolto il testo, così come quanto avvenuto a livello cantonale."
5192,67,67,33,"Lugano (TI)","Il 67 per cento degli elettori di Lugano ha accolto il potenziamento delle strade nazionali. Lugano ha accolto il testo, così come quanto avvenuto a livello cantonale."
5193,27.3,27.3,72.7,"Magliaso (TI)","Il potenziamento delle strade nazionali è stato respinto a Magliaso, dove ha riscosso il 72,7 per cento di ""no"". Magliaso ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5194,48.3,48.3,51.7,"Manno (TI)","Nel comune di Manno, i cittadini hanno respinto il potenziamento delle strade nazionali con il 51,7 per cento di voti contrari. Manno ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5196,37.9,37.9,62.1,"Massagno (TI)","I cittadini di Massagno hanno respinto il potenziamento delle strade nazionali con il 62,1 per cento di voti contrari. Massagno ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5198,72.2,72.2,27.8,"Melide (TI)","Gli elettori di Melide si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 72,2 per cento di ""sì"". Melide ha accolto il testo, così come quanto avvenuto a livello cantonale."
5199,93.5,93.5,6.5,"Mezzovico-Vira (TI)","A Mezzovico-Vira gli abitanti hanno accolto il potenziamento delle strade nazionali con il 93,5 per cento di ""sì"". Mezzovico-Vira ha accolto il testo, così come quanto avvenuto a livello cantonale."
5200,28.4,28.4,71.6,"Miglieglia (TI)","Nel comune di Miglieglia, i cittadini hanno respinto il potenziamento delle strade nazionali con il 71,6 per cento di voti contrari. Miglieglia ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5203,51.7,51.7,48.3,"Morcote (TI)","Il potenziamento delle strade nazionali è stato accolto a Morcote, dove ha riscosso il 51,7 per cento di voti a favore. Morcote ha accolto il testo, così come quanto avvenuto a livello cantonale."
5205,22,22,78,"Muzzano (TI)","Il potenziamento delle strade nazionali è stato respinto a Muzzano, dove ha riscosso il 78 per cento di ""no"". Muzzano ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5206,62.7,62.7,37.3,"Neggio (TI)","Gli abitanti di Neggio hanno accolto il potenziamento delle strade nazionali con il 62,7 per cento di ""sì"". Neggio ha accolto il testo, così come quanto avvenuto a livello cantonale."
5207,46.5,46.5,53.5,"Novaggio (TI)","Gli elettori di Novaggio si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 53,5 per cento di voti contrari. Novaggio ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5208,24.7,24.7,75.3,"Origlio (TI)","Nel comune di Origlio, i cittadini hanno respinto il potenziamento delle strade nazionali con il 75,3 per cento di voti contrari. Origlio ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5210,37.9,37.9,62.1,"Paradiso (TI)","Nel comune di Paradiso, i cittadini hanno respinto il potenziamento delle strade nazionali con il 62,1 per cento di voti contrari. Paradiso ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5212,10.1,10.1,89.9,"Ponte Capriasca (TI)","A Ponte Capriasca gli abitanti si sono opposti al potenziamento delle strade nazionali con il 89,9 per cento di voti a sfavore. Ponte Capriasca ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5214,5.7,5.7,94.3,"Porza (TI)","A Porza gli abitanti si sono opposti al potenziamento delle strade nazionali con il 94,3 per cento di voti a sfavore. Porza ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5216,35.7,35.7,64.3,"Pura (TI)","Il 64,3 per cento degli elettori di Pura ha respinto il potenziamento delle strade nazionali. Pura ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5221,66,66,34,"Savosa (TI)","I cittadini di Savosa hanno accolto il potenziamento delle strade nazionali con il 66 per cento di voti a favore. Savosa ha accolto il testo, così come quanto avvenuto a livello cantonale."
5225,58.4,58.4,41.6,"Sorengo (TI)","Gli abitanti di Sorengo hanno accolto il potenziamento delle strade nazionali con il 58,4 per cento di ""sì"". Sorengo ha accolto il testo, così come quanto avvenuto a livello cantonale."
5226,28.1,28.1,71.9,"Capriasca (TI)","A Capriasca gli abitanti si sono opposti al potenziamento delle strade nazionali con il 71,9 per cento di voti a sfavore. Capriasca ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5227,95.8,95.8,4.2,"Torricella-Taverne (TI)","Gli abitanti di Torricella-Taverne hanno accolto il potenziamento delle strade nazionali con il 95,8 per cento di ""sì"". Il maggior numero di ""sì"" nel canton Ticino è stato ottenuto a Torricella-Taverne."
5230,60.5,60.5,39.5,"Vernate (TI)","A Vernate gli abitanti hanno accolto il potenziamento delle strade nazionali con il 60,5 per cento di ""sì"". Vernate ha accolto il testo, così come quanto avvenuto a livello cantonale."
5231,48.3,48.3,51.7,"Vezia (TI)","Il 51,7 per cento degli elettori di Vezia ha respinto il potenziamento delle strade nazionali. Vezia ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
5233,47,47,53,"Vico Morcote (TI)","Il 53 per cento degli elettori di Vico Morcote ha respinto il potenziamento delle strade nazionali. Vico Morcote ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
