"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
6002,59.5,59.5,40.5,"Briga-Glis (VS)","NA NA"
6004,39.5,39.5,60.5,"Eggerberg (VS)","NA NA"
6007,19.1,19.1,80.9,"Naters (VS)","NA NA"
6008,68.4,68.4,31.6,"Ried-Brig (VS)","NA NA"
6009,85.2,85.2,14.8,"Sempione (VS)","NA NA"
6010,12.7,12.7,87.3,"Termen (VS)","NA NA"
6011,53.4,53.4,46.6,"Zwischbergen (VS)","NA NA"
6021,55.2,55.2,44.8,"Ardon (VS)","NA NA"
6022,87.8,87.8,12.2,"Chamoson (VS)","NA NA"
6023,45.2,45.2,54.8,"Conthey (VS)","NA NA"
6024,96,96,4,"Nendaz (VS)","NA NA"
6025,99.6,99.6,0.4,"Vétroz (VS)","NA NA"
6032,82.3,82.3,17.7,"Bourg-Saint-Pierre (VS)","NA NA"
6033,91.1,91.1,8.9,"Liddes (VS)","NA NA"
6034,54.9,54.9,45.1,"Orsières (VS)","NA NA"
6035,42.7,42.7,57.3,"Sembrancher (VS)","NA NA"
6037,93.6,93.6,6.4,"Val de Bagnes (VS)","NA NA"
6052,62.6,62.6,37.4,"Bellwald (VS)","NA NA"
6054,44.8,44.8,55.2,"Binn (VS)","NA NA"
6056,33,33,67,"Ernen (VS)","NA NA"
6057,30.9,30.9,69.1,"Fiesch (VS)","NA NA"
6058,32,32,68,"Fieschertal (VS)","NA NA"
6061,65.2,65.2,34.8,"Lax (VS)","NA NA"
6076,49.4,49.4,50.6,"Obergoms (VS)","NA NA"
6077,16.7,16.7,83.3,"Goms (VS)","NA NA"
6082,36.1,36.1,63.9,"Ayent (VS)","NA NA"
6083,88.7,88.7,11.3,"Evolène (VS)","NA NA"
6084,5.1,5.1,94.9,"Hérémence (VS)","NA NA"
6087,43.9,43.9,56.1,"Saint-Martin (VS)","NA NA"
6089,14.9,14.9,85.1,"Vex (VS)","NA NA"
6090,49.6,49.6,50.4,"Mont-Noble (VS)","NA NA"
6101,75.6,75.6,24.4,"Agarn (VS)","NA NA"
6102,37.8,37.8,62.2,"Albinen (VS)","NA NA"
6104,44.1,44.1,55.9,"Ergisch (VS)","NA NA"
6109,79.4,79.4,20.6,"Inden (VS)","NA NA"
6110,36.5,36.5,63.5,"Loèche (VS)","NA NA"
6111,53.4,53.4,46.6,"Loèche-les-Bains (VS)","NA NA"
6112,32.8,32.8,67.2,"Oberems (VS)","NA NA"
6113,28,28,72,"Salquenen (VS)","NA NA"
6116,66.6,66.6,33.4,"Varone (VS)","NA NA"
6117,72.9,72.9,27.1,"Guttet-Feschel (VS)","NA NA"
6118,96.4,96.4,3.6,"Gampel-Bratsch (VS)","NA NA"
6119,59.6,59.6,40.4,"Turtmann-Unterems (VS)","NA NA"
6131,42.6,42.6,57.4,"Bovernier (VS)","NA NA"
6133,26.4,26.4,73.6,"Fully (VS)","NA NA"
